"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50"
"1",-1.35693443244234,-1.4184659320308,-1.00419574046158,-0.985769852193707,-0.557592049192054,1.38814997269877,1.08355045221035,0.952301359873909,0.00644901698911926,-1.65373495998786,-1.51356648556231,0.164910967185102,-1.26736800445404,-0.620819500721967,0.721001907935909,0.579247309425692,2.09516418458304,0.821083508246519,2.16800798657942,2.40875178389626,0.859580428147146,-0.397606779880647,-0.485598585757558,-0.0802300833249543,-1.40398120438582,-1.99621469322054,-1.60016480746533,-0.774771239181209,-1.49108958973885,-1.32982178205581,-1.40268251192757,-1.17368565229226,0.405643757672594,-0.361217478590553,-0.196510033913511,-0.532228619422616,1.60841361899291,-0.208468573823217,-1.6914257952283,1.39072643304914,0.0155106398574372,-2.57037899399368,-4.41901352182854,-1.69076342415486,0.982526526122001,0.443167149414449,-0.839431224049275,0.537914363243791,-0.18031785312142,-0.879828304966159
"2",-1.63617419842542,-0.931230259248356,0.052583539334447,0.71647546382404,0.0168305090220145,-1.60344099627969,-0.193958841297423,-0.30833603511127,0.708551097182095,-0.616141726483437,0.220832845955468,0.400343093741073,0.260664457798136,1.04195040062954,2.29665780398885,1.1262477896269,-0.591603378545341,-0.517016940473624,-0.255091246582595,-0.763054525103616,-0.797141292445096,-0.114190212938951,0.876196348116252,2.042702455411,-0.783982097519851,-1.17000220279726,0.198316734989349,0.562335078922778,-0.343014764801265,0.624521513455158,-0.754253136116797,-0.970756784264113,-0.384440473139452,-0.50389343563316,-1.8028132655875,-0.996179490278312,-1.5155438107864,0.836139841795953,0.819220804296979,0.219668767917532,-0.804611588666841,1.1333503894599,1.18723847792901,0.570641300459449,-1.25252548619003,-0.120668663590481,1.87448019294048,-0.468716498916299,-1.91712170749574,0.476286681468673
"3",0.59809079306828,-0.912886152885461,-1.08284797674538,-1.02946802926195,-1.87087400595735,-2.75287130623825,-0.459379091374719,1.71184299492991,-0.36140525927116,-2.20537703548013,-1.60306973736603,1.38184633508326,2.98074660884099,0.624684161479655,-2.01261463642574,-1.0264508286054,-0.565496590543865,-1.01117592118499,0.522780135113668,1.13289793248489,0.622916481864329,1.9812406379508,-0.0976516423677778,-0.299184663486611,0.913152544036269,-0.0202367133569221,-1.28737259462723,-0.493075751114652,-0.784048305451767,-0.0565318593936009,1.3852987631728,-0.160434053347142,-1.63105123642774,-0.12741279259652,0.0114197223393332,0.0963509476652538,-1.39961476096561,0.717082317644365,-1.10700367855854,-1.56464184833858,1.07653292969015,-0.339912441377165,-2.02526776566046,-0.529226192508732,-0.418513135666663,-0.414642299987877,-0.0469654847158814,-0.348017875993493,0.375567069600183,-1.15737722167545
"4",0.318461648707059,0.547763663400943,1.59546889291206,0.197552530995908,-1.01767501888958,-0.695736978338252,-1.4505775016966,-1.7506722859677,0.89291202095299,1.7477871889954,0.412022571607583,1.50072360179985,1.53956232488922,-2.33113984279191,-1.32790988292556,-0.803749973295916,-1.57569466214656,-1.1626056513742,-0.909328413581679,-0.478728814880251,-1.31637606682358,-0.577167228812624,0.528458452999413,-0.93048037364161,-1.144124032878,0.504025450824079,0.730554432554911,0.624612235547422,1.24914813607185,0.391210896652788,0.695263826708185,-0.529672443328286,-1.24247261325046,0.723117909451223,-0.564429423549598,-1.26436727430533,-0.617431553299864,-1.03356346572208,-2.17986920082462,-1.5530243601407,-1.33263563146607,-0.424989514547434,-0.622298938310241,0.408407749338157,0.323291799472937,0.573152022839318,-0.486016369558741,-0.0549869561909439,0.80763014057369,1.03560045543837
"5",-3.45484269714765,-0.409250636424152,0.846348892161813,0.878866131681347,3.06312099610047,1.98952194446918,-1.76785289967478,-0.467680646928174,1.36498227410573,-0.66490280630143,-0.124904455947168,-0.388942826600127,1.28159222128992,-0.0575448204382738,-0.927286939417171,-0.0174184087575595,2.81765764696281,2.10959304959277,0.507603975638219,-0.033122688319139,0.652668876711164,-0.271321419593699,-0.217332728050631,0.844598188765678,0.0996912404335075,-0.180691290026275,0.547837314407742,0.354410681071155,0.638184846065938,0.272918276325848,-0.935122856199785,-0.397227652202012,1.42817793823556,0.176307614597601,-1.15729105841148,-1.17074105848972,-1.18722139532397,-0.189568161062113,-0.936529298720832,-1.10915696993318,-0.678051374535256,1.81726180398214,1.16918033730718,1.48422158007587,0.204309664928232,-0.523571158568079,-1.14615577277009,0.576190928250947,0.945031518056681,1.09020173610032
"6",0.983484985209804,2.75155762592515,0.661059815399637,-0.844782384996689,-0.322787850837331,-0.151235676235136,2.128054063538,2.5809922593033,1.08980898951323,0.820133990926601,-0.236611754961213,1.01358383691321,0.680176942777386,-1.34359680726573,-1.13280976650417,0.228904385878289,-0.447694685618407,0.86833698879934,1.91278793684938,1.25538453211763,0.634976813944182,0.754511543391513,1.30986530411589,1.16185158117261,1.9143551700094,-0.295701191920825,-0.239818946341949,1.56958647363784,2.14705601306666,0.494127765964867,0.00481054987979423,-1.00138329798926,-2.64323042298061,-1.26825266057439,0.0352494933983153,-0.698248613915314,-1.56670577802249,-1.53066463636693,-2.1822034242075,-0.0670587058704032,-0.0657660106157443,-0.377924092279963,0.51220579151196,0.266868064393715,-0.569399688754268,0.184951368769551,1.86867676062292,0.244722824695594,-0.898778185879823,0.277693333032152
"7",-0.287842957668709,0.515949824522833,-1.5872243343263,-1.10856315733805,0.89883546311121,1.67735972967979,0.908948687159448,1.3610173103245,1.30798533990111,2.69018512776391,1.49209407892754,1.31238814902317,0.484012844599114,-0.800931722546278,-1.07670801031544,-0.378878991808687,1.35615488145124,0.83681208103322,1.40250701250357,3.31185615833156,2.1652764193654,-0.404631340239966,-2.04239210220949,-2.18589975510453,-3.34705023600544,-1.97807351634539,1.62496076703991,0.793267407115854,-1.68713447128275,0.207171954985226,0.363624579035589,-1.47765868370969,-0.0898733583136898,0.819696989413824,-0.207338101279447,-1.23424454772183,2.00825549720526,0.0341473142052973,-0.960168966033609,-0.768542902947757,-0.717760466625373,0.582413783208833,1.2513738612446,1.0196510328391,-0.475130235489486,0.102831087630184,2.46048828807232,1.58419616671312,-0.195258795973272,1.03783886020867
"8",1.17375673082315,0.574943046695312,-1.16854993221225,0.632799432746744,0.426878359505892,-0.357244391969984,0.227725164378119,0.113224513410362,0.136323156266318,-0.0758561153531917,1.45917345125639,0.299387089483974,0.759045394091925,0.297577615243041,-0.42809241494592,-0.487099279694297,-1.44259224406805,-1.32689965375996,-0.589740306027816,-0.171855272000615,-0.794439037587776,-0.630228829346566,0.445755266115956,-1.55266019321276,-2.07020961411474,-1.66502516634494,-1.20634964409285,0.764840865373765,1.29488170238811,1.12784880560973,1.27037986047693,0.75114410471119,1.33153112709341,-0.443774648136531,-0.374019417770948,-0.238865829927585,-1.19933813961605,-0.582394314538818,1.54906502008283,2.56461205295855,0.793569433839094,-1.64432395404206,-0.780615209144753,0.37951172814864,-0.311406249520003,0.241405566740859,-1.37382702826844,-1.41156205195136,-0.701605600436224,-2.45748470815332
"9",0.775270316763983,1.43559380582389,2.66070376992875,0.0220309156811334,-0.113523941197688,-0.799653238093792,-1.8922972077725,-0.0235809680446371,-0.0317211062610531,-0.45223238628929,-0.574058346351415,1.29069793352475,1.44673377791124,1.29766177408383,1.53354717504274,1.12728492555323,1.74086541415211,0.175777482038022,-1.99981630454679,-1.76992412272585,-1.49562211025286,0.23022281835951,0.829466237821089,0.208744360878221,-0.0443716752218641,0.881318726138665,0.755691093809331,0.38240777069833,0.529185734637672,0.125885274637644,-0.690165661525169,0.186729725067835,1.49923607865179,1.0212362655421,2.60116924743469,1.10655123088166,0.992619322783971,0.0325906489576716,-0.815223876785438,-1.64333810921632,-1.14926646391778,0.345204419251959,0.0283895996816331,-0.64155269913578,-0.603547356638139,0.466013048417694,0.767240452992671,-0.676893345627446,0.688898812296241,-0.926763319097029
"10",-0.494486334517145,0.636583308318114,-0.0179070849138789,1.2588364147934,0.904449511495246,1.48824620755762,2.04447921758033,-1.45811159476908,-1.6261108274685,0.632621971222731,-0.655284489243402,0.970641699990653,1.80049221710474,-0.942397178296744,-1.67588289759287,-0.371620016877308,0.405196962328352,0.915505046699195,0.131333435380542,0.859077135372989,-1.01369957809513,-1.81582850233161,-0.989145179500426,-1.00139443396,0.214089209529934,0.259165304745642,-0.720670355322237,-0.740621421666754,0.158427538959528,-0.689626245298018,-1.58535860833197,0.174996059467505,1.11436625891126,-0.727893378289266,0.642583818985628,1.67276259428956,1.95989785573359,1.01619056296899,0.881960683985335,0.525999920951679,0.0875762410167602,-0.0934891718352016,-0.468180292395031,-0.339297541759117,0.678780436147746,0.30363597188736,0.918110409661954,0.843245062804538,0.0775056374185155,-0.607269470870296
